product_id,brand_name,ingredient_type,category,sub_category,form_factor,serving_size,serving_unit,servings_total,calories,protein,carbs,sugars,fats,Trans Fat,Saturated Fat,Dietary Fiber,ingredients,intake_timing,product_name,sensory_tags,functional_tags,feature_tags,allergens,
SAMDAE_WPC_COOKIESCREAM,삼대오백,주원료,프로틴,WPC,파우더,35,g,28,130,23,6,null,2,null,1.2,null,"[ { ""ingredient"": ""농축유청단백"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""프락토올리고당"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""코코아분말"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""가공유크림"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""크롬혼합제제(크롬피콜리네이트)"", ""amount"": null, ""unit"": null } ]",['운동 후'],삼대오백 WPC 쿠키앤크림,"[ ""단맛"", ""베이커리"", ""쿠키앤크림맛"" ]","[ ""근육 성장"", ""근회복"", ""단백질 보충"" ]","[ ""농축유청단백(WPC) 사용"", ""BCAA 함유"", ""HACCP 인증"" ]","[ ""우유"", ""대두"", ""밀"" ]",
SAMDAE_WPC_COOKIESCREAM,삼대오백,주원료,프로틴,WPI,파우더,35,g,28,135,23,6,null,1.8,null,1,null,"[ { ""ingredient"": ""분리유청단백(WPI)"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""코코아분말"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""프락토올리고당"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""유청칼슘"", ""amount"": null, ""unit"": null } ]",['운동 후'],삼대오백 WPI 쿠키앤크림,"[ ""단맛"", ""베이커리"", ""쿠키앤크림맛"" ]","[ ""근육 성장"", ""근회복"", ""빠른 단백질 흡수"" ]","[ ""분리유청단백(WPI) 사용"", ""유당 제거"", ""HACCP 인증"" ]","[ ""우유"", ""대두"", ""밀"" ]",
SAMDAE_WPC_PISTACHIOCHOCOLATE,삼대오백,주원료,프로틴,WPC,파우더,35,g,28,135,23,5.5,1,2.4,null,1.4,null,"[ { ""ingredient"": ""농축유청단백"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""코코아분말"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""피스타치오향분말"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""크롬혼합제제(크롬피콜리네이트)"", ""amount"": null, ""unit"": null } ]",['운동 후'],삼대오백 WPC 피스타치오초코,"[ ""단맛"", ""초콜릿"", ""견과류"", ""피스타치오맛"", ""초코맛"" ]","[ ""근육 성장"", ""근회복"", ""단백질 보충"" ]","[ ""농축유청단백(WPC) 사용"", ""BCAA 함유"", ""HACCP 인증"" ]","[ ""우유"", ""대두"", ""밀"" ]",
SAMDAE_WPC_PISTACHIOCHOCOLATE,삼대오백,주원료,프로틴,WPI,파우더,35,g,28,140,23,7,0.8,2.2,null,1.7,null,"[ { ""ingredient"": ""분리유청단백(WPI)"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""코코아분말"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""프락토올리고당"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""유청칼슘"", ""amount"": null, ""unit"": null } ]",['운동 후'],삼대오백 WPI 피스타치오초코,"[ ""단맛"", ""초콜릿"", ""견과류"", ""피스타치오맛"", ""초코맛"" ]","[ ""근육 성장"", ""근회복"", ""빠른 단백질 흡수"" ]","[ ""분리유청단백(WPI) 사용"", ""유당 제거"", ""HACCP 인증"" ]","[ ""우유"", ""대두"", ""밀"" ]",
SYNTRAX_MATRIX_BANANACREAM,Syntrax,주원료,프로틴,WPC,파우더,30,g,76,110,23,2,2,1.5,1,null,null,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 바나나크림,"[ ""과일맛"", ""단맛"", ""바나나맛"", ""크림맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_COOKIESCREAM,Syntrax,주원료,프로틴,WPC,파우더,35,g,65,140,23,6,3,2.5,1,null,null,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 쿠키앤크림,"[ ""단맛"", ""베이커리"", ""쿠키앤크림맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_MILKCHOCOLATE,Syntrax,주원료,프로틴,WPC,파우더,31,g,73,120,23,3,2,1.5,null,1,1,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 밀크초콜렛,"[ ""단맛"", ""초콜릿"", ""밀크초콜렛맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_PENUTBUTTERCOOKIE,Syntrax,주원료,프로틴,WPC,파우더,36,g,63,150,23,6,3,3,null,1,2,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 피넛버터쿠키,"[ ""단맛"", ""베이커리"", ""견과류"", ""땅콩버터맛"", ""쿠키맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_SNICKERDOODLE,Syntrax,주원료,프로틴,WPC,파우더,34,g,67,130,23,6,3,2,null,0.5,0.5,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 스니커두들,"[ ""단맛"", ""베이커리"", ""향신료"", ""쿠키맛"", ""시나몬맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_STRAWBERRY,Syntrax,주원료,프로틴,WPC,파우더,31,g,73,110,23,2,2,1.5,1,null,1-,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 딸기,"[ ""과일맛"", ""단맛"", ""딸기맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_TIRAMISUMACCHIATO,Syntrax,주원료,프로틴,WPC,파우더,36,g,63,140,23,6,2,1,null,1,1,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""milk protein concentrate"" ] }, { ""ingredient"": ""Non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""hydrolyzed wheat gluten"", ""egg albumin"" ] }, { ""ingredient"": ""Caffeine"", ""amount"": 100, ""unit"": ""mg"" } ]",['운동 후'],매트릭스 티라미수마끼야또,"[ ""단맛"", ""커피/차"", ""베이커리"", ""티라미수맛"", ""마끼야또맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MATRIX_VANILLA,Syntrax,주원료,프로틴,WPC,파우더,30,g,76,110,23,2,2,1.5,1,null,null,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""whey protein concentrate"", ""micellar casein"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 19.6, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.8, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 10.3, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.6, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 6.4, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.9, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6, ""unit"": ""g"" } ]",['운동 후'],매트릭스 바닐라,"[ ""단맛"", ""바닐라맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (WPC, WPI, 카제인, 계란알부민)"", ""글루타민 펩타이드 함유"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"" ]",
SYNTRAX_MICELLARCREME_CHOCOLATE,Syntrax,주원료,프로틴,카제인,파우더,30,g,30,110,20,6,5,null,null,null,null,"[ { ""ingredient"": ""Micellar casein"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""Arginine"", ""amount"": 3.7, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.1, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.3, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 9.6, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.4, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.8, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 4.9, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 4.5, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.4, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.4, ""unit"": ""g"" } ]",['운동 후'],미셀라 크림 초콜렛,"[ ""단맛"", ""초콜릿"", ""초콜렛맛"" ]","[ ""지속적인 단백질 공급"", ""근손실 방지"", ""취침 중 근회복"" ]","[ ""마이셀라 카제인 사용"", ""느린 흡수 속도"", ""무지방"" ]","[ ""우유"", ""계란"", ""대두"", ""밀"", ""땅콩"" ]",
SYNTRAX_MICELLARCREME_STRAWBERRYMILKSHAKE,Syntrax,주원료,프로틴,카제인,파우더,29,g,31,100,20,5,5,null,null,null,null,"[ { ""ingredient"": ""Micellar casein"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""Arginine"", ""amount"": 3.7, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.1, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.3, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 9.6, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.4, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.8, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 4.9, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 4.5, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.4, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.4, ""unit"": ""g"" } ]",['운동 후'],미셀라 크림 딸기밀크쉐이크,"[ ""과일맛"", ""단맛"", ""딸기맛"", ""밀크쉐이크맛"" ]","[ ""지속적인 단백질 공급"", ""근손실 방지"", ""취침 중 근회복"" ]","{ ""feature_tags"": [ ""복합 단백질"", ""복합 탄수화물"" ] }","[ ""우유"", ""계란"", ""대두"", ""밀"", ""땅콩"" ]",
SYNTRAX_MICELLARCREME_VANILLA,Syntrax,주원료,프로틴,카제인,파우더,29,g,31,100,20,5,5,null,null,null,null,"[ { ""ingredient"": ""Micellar casein"", ""amount"": null, ""unit"": null }, { ""ingredient"": ""Arginine"", ""amount"": 3.7, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.1, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5.3, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 9.6, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 8.4, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.8, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 4.9, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 4.5, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.4, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.4, ""unit"": ""g"" } ]",['운동 후'],미셀라 크림 바닐라,"[ ""단맛"", ""바닐라맛"" ]","[ ""지속적인 단백질 공급"", ""근손실 방지"", ""취침 중 근회복"" ]","[ ""마이셀라 카제인 사용"", ""느린 흡수 속도"", ""무지방"" ]","[ ""우유"", ""계란"", ""대두"", ""밀"", ""땅콩"" ]",
SYNTRAX_NECTARISO_CAPPUCCINO,Syntrax,주원료,프로틴,WPI,파우더,28,g,32,100,23,1,null,null,null,null,null,"[ { ""ingredient"": ""Whey protein isolate"", ""amount"": 23, ""unit"": ""g"" }, { ""ingredient"": ""Arginine"", ""amount"": 2.4, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.4, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 1.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 6.7, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 11.9, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 9.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.3, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 7.2, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.2, ""unit"": ""g"" } ]",['운동 후'],넥타 웨이 아이솔레이트 카푸치노,"[ ""단맛"", ""커피/차"", ""카푸치노맛"" ]","[ ""근육 성장"", ""근회복"", ""빠른 단백질 흡수"" ]","[ ""분리유청단백(WPI) 사용"", ""Promina™ 유청 사용"", ""무지방"", ""무설탕"", ""유당 & 글루텐 프리"" , ""카페인 함유""]","[ ""우유"", ""대두"", ""계란"", ""밀"", ""땅콩"" ]",
SYNTRAX_NECTARISO_CARAMELMACCHITO,Syntrax,주원료,프로틴,WPI,파우더,28,g,32,100,23,1,null,null,null,null,null,"[ { ""ingredient"": ""Whey protein isolate"", ""amount"": 23, ""unit"": ""g"" }, { ""ingredient"": ""Arginine"", ""amount"": 2.4, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.4, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 1.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 6.7, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 11.9, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 9.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.3, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 7.2, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.2, ""unit"": ""g"" } ]",['운동 후'],넥타 웨이 아이솔레이트 카라멜 마끼아또,"[ ""단맛"", ""커피/차"", ""캐러멜/사탕"", ""카라멜마끼아또맛"" ]","[ ""근육 성장"", ""근회복"", ""빠른 단백질 흡수"" ]","[ ""분리유청단백(WPI) 사용"", ""Promina™ 유청 사용"", ""무지방"", ""무설탕"", ""유당 & 글루텐 프리"" , ""카페인 함유""]","[ ""우유"", ""대두"", ""계란"", ""밀"", ""땅콩"" ]",
SYNTRAX_NECTARISO_CHOCOLATETRUFFLE,Syntrax,주원료,프로틴,WPI,파우더,28,g,32,100,23,1,null,null,null,null,1-,"[ { ""ingredient"": ""Whey protein isolate"", ""amount"": 23, ""unit"": ""g"" }, { ""ingredient"": ""Arginine"", ""amount"": 2.4, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 7.4, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 1.7, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 6.7, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 11.9, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 9.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.3, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 7.2, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 2.1, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 6.2, ""unit"": ""g"" } ]",['운동 후'],넥타 웨이 아이솔레이트 초콜렛트러플,"[ ""단맛"", ""초콜릿"", ""초콜렛트러플맛"" ]","[ ""근육 성장"", ""근회복"", ""빠른 단백질 흡수"" ]","[ ""분리유청단백(WPI) 사용"", ""Promina™ 유청 사용"", ""무지방"", ""무설탕"", ""유당 & 글루텐 프리"" ]","[ ""우유"", ""대두"", ""계란"", ""밀"", ""땅콩"" ]",
SYNTRAX_TROPHIX_CHOCOLATE,Syntrax,주원료,프로틴,WPC/카제인,파우더,32,g,71,120,23,4,3,1,null,null,0.5,"[ { ""ingredient"": ""Dairy protein blend"", ""amount"": 23, ""unit"": ""g"", ""details"": [ ""micellar casein"", ""whey protein concentrate"" ] }, { ""ingredient"": ""non-dairy protein blend"", ""amount"": null, ""unit"": null, ""details"": [ ""glutamine peptides"", ""egg white protein"" ] }, { ""ingredient"": ""Arginine"", ""amount"": 3.8, ""unit"": ""g"" }, { ""ingredient"": ""Glutamine/Glutamic Acid"", ""amount"": 20.3, ""unit"": ""g"" }, { ""ingredient"": ""Histidine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Isoleucine"", ""amount"": 5, ""unit"": ""g"" }, { ""ingredient"": ""Leucine"", ""amount"": 9, ""unit"": ""g"" }, { ""ingredient"": ""Lysine"", ""amount"": 6.7, ""unit"": ""g"" }, { ""ingredient"": ""Methionine"", ""amount"": 2.5, ""unit"": ""g"" }, { ""ingredient"": ""Phenylalanine"", ""amount"": 3.5, ""unit"": ""g"" }, { ""ingredient"": ""Threonine"", ""amount"": 3.9, ""unit"": ""g"" }, { ""ingredient"": ""Tryptophan"", ""amount"": 1.3, ""unit"": ""g"" }, { ""ingredient"": ""Valine"", ""amount"": 5.8, ""unit"": ""g"" } ]",['운동 후'],신트랙스 트로픽스 초콜렛,"[ ""단맛"", ""초콜릿"", ""초콜렛맛"" ]","[ ""지속적인 단백질 공급"", ""근육 성장"", ""근회복"" ]","[ ""복합 단백질 블렌드 (카제인, 유청, 계란알부민, 글루타민 펩타이드)"", ""느린 흡수 속도"" ]","[ ""우유"", ""밀"", ""계란"", ""대두"", ""땅콩"" ]",
